timestamp,temperature,humidity,pressure,ldr,rain
2025-06-08T15:09:41.464504,31.8,67.0,1007.43,3220,4095
2025-06-08T15:09:41.622442,31.8,67.0,1007.4,3225,4095
2025-06-08T15:09:42.846161,31.8,67.0,1007.37,3181,4095
2025-06-08T15:09:43.094640,31.8,67.0,1007.32,3217,4095
2025-06-08T15:09:43.296611,31.8,67.0,1007.3,3227,4095
2025-06-08T15:09:43.429714,31.8,67.0,1007.32,3239,4095
2025-06-08T15:09:43.560780,31.8,67.0,1007.32,3226,4095
2025-06-08T15:09:43.743831,31.8,67.0,1007.33,3231,4095
2025-06-08T15:09:44.023006,31.8,67.0,1007.39,3184,4095
2025-06-08T15:09:44.164672,31.8,67.0,1007.47,3228,4095
2025-06-08T15:09:44.330545,31.8,67.0,1007.39,3222,4095
2025-06-08T15:09:44.574076,31.8,67.0,1007.38,3231,4095
2025-06-08T15:09:44.716697,31.8,67.0,1007.35,3230,4095
2025-06-08T15:09:45.254474,31.8,67.0,1007.36,3232,4095
2025-06-08T15:09:45.488219,31.8,67.0,1007.3,3227,4095
2025-06-08T15:09:45.717223,31.8,67.0,1007.4,3235,4095
2025-06-08T15:09:45.968754,31.8,67.0,1007.38,3229,4095
2025-06-08T15:09:46.161227,31.8,67.0,1007.37,3187,4095
2025-06-08T15:09:46.289023,31.8,67.0,1007.36,3227,4095
2025-06-08T15:09:46.429029,31.8,67.0,1007.39,3231,4095
2025-06-08T15:09:46.685434,31.8,67.0,1007.39,3234,4095
2025-06-08T15:09:46.892528,31.8,67.0,1007.37,3225,4095
2025-06-08T15:09:47.097785,31.8,67.0,1007.45,3239,4095
2025-06-08T15:09:47.225799,31.8,67.0,1007.43,3230,4095
2025-06-08T15:09:47.445138,31.8,67.0,1007.37,3228,4095
2025-06-08T15:09:47.704324,31.8,67.0,1007.37,3248,4095
2025-06-08T15:09:47.840562,31.8,67.0,1007.35,3215,4095
2025-06-08T15:09:47.973404,31.8,67.0,1007.43,3235,4095
2025-06-08T15:09:48.124749,31.8,67.0,1007.38,3194,4095
2025-06-08T15:09:48.253404,31.8,67.0,1007.4,3237,4095
2025-06-08T15:09:48.395408,31.8,67.0,1007.46,3239,4095
2025-06-08T15:09:48.528810,31.8,67.0,1007.41,3243,4095
2025-06-08T15:09:48.673873,31.8,67.0,1007.38,3244,4095
2025-06-08T15:09:48.939378,31.8,67.0,1007.39,3243,4095
2025-06-08T15:09:49.143129,31.8,67.0,1007.45,3236,4095
2025-06-08T15:09:50.327127,31.8,67.0,1007.43,3248,4095
2025-06-08T15:09:50.491089,31.8,67.0,1007.34,3190,4095
2025-06-08T15:09:50.647184,31.8,67.0,1007.4,3230,4095
2025-06-08T15:09:50.884365,31.8,67.0,1007.41,3233,4095
2025-06-08T15:09:51.020127,31.8,67.0,1007.35,3223,4095
2025-06-08T15:09:51.283941,31.8,67.0,1007.44,3234,4095
2025-06-08T15:09:51.409585,31.8,67.0,1007.36,3234,4095
2025-06-08T15:09:51.539561,31.8,67.0,1007.37,3216,4095
2025-06-08T15:09:51.679719,31.8,67.0,1007.42,3242,4095
2025-06-08T15:09:51.898876,31.8,67.0,1007.33,3221,4095
2025-06-08T15:09:52.102578,31.8,67.0,1007.32,3233,4095
2025-06-08T15:09:52.305536,31.8,67.0,1007.41,3231,4095
2025-06-08T15:09:52.508527,31.8,67.0,1007.34,3219,4095
2025-06-08T15:09:53.804305,31.8,67.0,1007.37,3178,4095
2025-06-08T15:09:54.056062,31.8,67.0,1007.31,3216,4095
2025-06-08T15:09:54.256882,31.8,67.0,1007.27,3227,4095
2025-06-08T15:09:54.382167,31.8,67.0,1007.35,3231,4095
2025-06-08T15:09:54.507239,31.8,67.0,1007.38,3194,4095
2025-06-08T15:09:54.776204,31.8,67.0,1007.36,3193,4095
2025-06-08T15:09:56.209274,31.8,67.0,1007.38,3181,4095
2025-06-08T15:09:56.414605,31.8,67.0,1007.3,3217,4095
2025-06-08T15:09:56.545669,31.8,67.0,1007.29,3222,4095
2025-06-08T15:09:56.678782,31.8,67.0,1007.31,3226,4095
2025-06-08T15:09:56.831552,31.8,67.0,1007.32,3216,4095
2025-06-08T15:09:58.152693,31.8,67.0,1007.39,3178,4095
2025-06-08T15:09:58.283642,31.8,67.0,1007.32,3216,4095
2025-06-08T15:09:58.455771,31.8,67.0,1007.23,3210,4095
2025-06-08T15:09:58.667202,31.8,67.0,1007.28,3216,4095
2025-06-08T15:09:58.810153,31.8,67.0,1007.35,3210,4095
2025-06-08T15:09:59.063183,31.8,67.0,1007.32,3217,4095
2025-06-08T15:09:59.231644,31.8,67.0,1007.32,3170,4095
2025-06-08T15:09:59.475129,31.8,67.0,1007.31,3217,4095
2025-06-08T15:09:59.679384,31.8,67.0,1007.32,3210,4095
2025-06-08T15:09:59.883514,31.8,67.0,1007.39,3217,4095
2025-06-08T15:10:00.028238,31.8,67.0,1007.32,3228,4095
2025-06-08T15:10:00.299908,31.8,67.0,1007.41,3215,4095
2025-06-08T15:10:00.425770,31.8,67.0,1007.38,3212,4095
2025-06-08T15:10:00.563752,31.8,67.0,1007.28,3216,4095
2025-06-08T15:10:00.713153,31.8,67.0,1007.42,3215,4095
2025-06-08T15:10:00.842143,31.8,67.0,1007.39,3186,4095
2025-06-08T15:10:00.978365,31.8,67.0,1007.37,3200,4095
2025-06-08T15:10:01.323262,31.8,67.0,1007.37,3211,4095
2025-06-08T15:10:02.617043,31.8,67.0,1007.43,3168,4095
2025-06-08T15:10:02.779451,31.8,67.0,1007.26,3216,4095
2025-06-08T15:10:02.922850,31.8,67.0,1007.28,3213,4095
2025-06-08T15:10:03.060523,31.8,67.0,1007.32,3206,4095
2025-06-08T15:10:03.191961,31.8,67.0,1007.29,3214,4095
2025-06-08T15:10:03.322637,31.8,67.0,1007.37,3207,4095
2025-06-08T15:10:03.520498,31.8,67.0,1007.33,3162,4095
2025-06-08T15:10:03.645037,31.8,67.0,1007.38,3199,4095
2025-06-08T15:10:03.777106,31.8,67.0,1007.43,3187,4095
2025-06-08T15:10:03.897478,31.8,67.0,1007.39,3206,4095
2025-06-08T15:10:04.042049,31.8,67.0,1007.42,3213,4095
2025-06-08T15:10:04.239770,31.8,67.0,1007.4,3213,4095
2025-06-08T15:10:04.364934,31.8,67.0,1007.42,3212,4095
2025-06-08T15:10:04.490123,31.8,67.0,1007.38,3218,4095
2025-06-08T15:10:04.625592,31.8,67.0,1007.42,3211,4095
2025-06-08T15:10:04.753197,31.8,67.0,1007.41,3211,4095
2025-06-08T15:10:04.906172,31.8,67.0,1007.42,3203,4095
2025-06-08T15:10:05.110035,31.8,67.0,1007.46,3200,4095
2025-06-08T15:10:05.313464,31.8,67.0,1007.45,3207,4095
2025-06-08T15:10:05.533615,31.8,67.0,1007.42,3162,4095
2025-06-08T15:10:05.659701,31.8,67.0,1007.4,3207,4095
2025-06-08T15:10:05.800222,31.8,67.0,1007.45,3200,4095
2025-06-08T15:10:05.940988,31.8,67.0,1007.44,3216,4095
2025-06-08T15:10:06.144119,31.8,67.0,1007.41,3204,4095
2025-06-08T15:10:06.269055,31.8,67.0,1007.46,3205,4095
2025-06-08T15:10:06.457224,31.8,67.0,1007.42,3206,4095
2025-06-08T15:10:06.583320,31.8,67.0,1007.4,3202,4095
2025-06-08T15:10:06.707909,31.8,67.0,1007.46,3201,4095
2025-06-08T15:10:06.834517,31.8,67.0,1007.42,3199,4095
2025-06-08T15:10:07.105986,31.8,67.0,1007.42,3198,4095
2025-06-08T15:10:07.289349,31.8,67.0,1007.43,3194,4095
2025-06-08T15:10:07.573665,31.8,67.0,1007.46,3203,4095
2025-06-08T15:10:07.739844,31.8,67.0,1007.4,3168,4095
2025-06-08T15:10:07.868837,31.8,67.0,1007.4,3235,4095
2025-06-08T15:10:08.004838,31.8,67.0,1007.44,3216,4095
2025-06-08T15:10:08.132495,31.8,67.0,1007.42,3198,4095
2025-06-08T15:10:08.257309,31.8,67.0,1007.44,3197,4095
2025-06-08T15:10:08.390757,31.8,67.0,1007.42,3195,4095
2025-06-08T15:10:08.521849,31.8,67.0,1007.49,3189,4095
2025-06-08T15:10:08.658757,31.8,67.0,1007.37,3200,4095
2025-06-08T15:10:09.017745,31.8,67.0,1007.45,3195,4095
2025-06-08T15:10:09.161579,31.8,67.0,1007.44,3190,4095
2025-06-08T15:10:09.557397,31.8,67.0,1007.51,3199,4095
2025-06-08T15:10:09.745380,31.8,67.0,1007.4,3198,4095
2025-06-08T15:10:11.165377,31.8,67.0,1007.46,3165,4095
2025-06-08T15:10:11.465908,31.8,67.0,1007.34,3197,4095
2025-06-08T15:10:11.623129,31.8,67.0,1007.3,3198,4095
2025-06-08T15:10:11.876730,31.8,67.0,1007.35,3202,4095
2025-06-08T15:10:12.183240,31.8,67.0,1007.39,3163,4095
2025-06-08T15:10:12.318428,31.8,67.0,1007.49,3197,4095
2025-06-08T15:10:12.450838,31.8,67.0,1007.33,3200,4095
2025-06-08T15:10:12.694515,31.8,67.0,1007.5,3209,4095
2025-06-08T15:10:13.003154,31.8,67.0,1007.35,3200,4095
2025-06-08T15:10:13.309520,31.8,67.0,1007.39,3200,4095
2025-06-08T15:10:13.546739,31.8,67.0,1007.41,3202,4095
2025-06-08T15:10:13.835645,31.8,67.0,1007.4,3203,4095
2025-06-08T15:10:13.968483,31.8,67.0,1007.42,3201,4095
2025-06-08T15:10:14.233108,31.8,67.0,1007.3,3166,4095
2025-06-08T15:10:14.438938,31.8,67.0,1007.41,3200,4095
2025-06-08T15:10:14.595809,31.8,67.0,1007.35,3199,4095
2025-06-08T15:10:14.845643,31.8,67.0,1007.33,3201,4095
2025-06-08T15:10:15.050449,31.8,67.0,1007.38,3201,4095
2025-06-08T15:10:15.180424,31.8,67.0,1007.34,3199,4095
2025-06-08T15:10:15.396472,31.8,67.0,1007.39,3198,4095
2025-06-08T15:10:15.689699,31.8,67.0,1007.43,3200,4095
2025-06-08T15:10:15.970826,31.8,67.0,1007.41,3198,4095
2025-06-08T15:10:16.278223,31.8,67.0,1007.39,3157,4095
2025-06-08T15:10:16.410782,31.8,67.0,1007.41,3198,4095
2025-06-08T15:10:16.547893,31.8,67.0,1007.44,3195,4095
2025-06-08T15:10:16.995139,31.8,67.0,1007.46,3194,4095
2025-06-08T15:10:17.130361,31.8,67.0,1007.36,3198,4095
2025-06-08T15:10:17.351696,31.8,67.0,1007.4,3198,4095
2025-06-08T15:10:17.495736,31.8,67.0,1007.46,3197,4095
2025-06-08T15:10:17.655015,31.8,67.0,1007.44,3210,4095
2025-06-08T15:10:17.927669,31.8,67.0,1007.42,3197,4095
2025-06-08T15:10:18.063270,31.8,67.0,1007.37,3194,4095
2025-06-08T15:10:18.249572,31.8,67.0,1007.4,3153,4095
2025-06-08T15:10:18.380228,31.8,67.0,1007.41,3193,4095
2025-06-08T15:10:18.634324,31.8,67.0,1007.41,3196,4095
2025-06-08T15:10:18.779777,31.8,67.0,1007.43,3190,4095
2025-06-08T15:10:19.043282,31.8,67.0,1007.45,3193,4095
2025-06-08T15:10:19.290155,31.8,67.0,1007.46,3193,4095
2025-06-08T15:10:19.658122,31.8,67.0,1007.4,3189,4095
2025-06-08T15:10:19.788579,31.8,67.0,1007.42,3187,4095
2025-06-08T15:10:19.918922,31.8,67.0,1007.4,3195,4095
2025-06-08T15:10:20.043312,31.8,67.0,1007.43,3194,4095
2025-06-08T15:10:20.173822,31.8,67.0,1007.47,3200,4095
2025-06-08T15:10:20.477504,31.8,67.0,1007.44,3159,4095
2025-06-08T15:10:20.608455,31.8,67.0,1007.41,3189,4095
2025-06-08T15:10:20.773807,31.8,67.0,1007.44,3191,4095
2025-06-08T15:10:20.911142,31.8,67.0,1007.41,3214,4095
2025-06-08T15:10:21.044305,31.8,67.0,1007.38,3200,4095
2025-06-08T15:10:21.176844,31.8,67.0,1007.41,3200,4095
2025-06-08T15:10:21.399470,31.8,67.0,1007.37,3190,4095
2025-06-08T15:10:21.527205,31.8,67.0,1007.44,3195,4095
2025-06-08T15:10:21.654077,31.8,67.0,1007.44,3198,4095
2025-06-08T15:10:21.911908,31.8,67.0,1007.37,3193,4095
2025-06-08T15:10:22.037166,31.8,67.0,1007.49,3191,4095
2025-06-08T15:10:22.209157,31.8,67.0,1007.46,3195,4095
2025-06-08T15:10:23.490804,31.8,67.0,1007.44,3152,4095
2025-06-08T15:10:23.618468,31.8,67.0,1007.37,3189,4095
2025-06-08T15:10:23.849152,31.8,67.0,1007.4,3180,4095
2025-06-08T15:10:24.071075,31.8,67.0,1007.44,3184,4095
2025-06-08T15:10:24.252057,31.8,67.0,1007.42,3173,4095
2025-06-08T15:10:25.437709,31.8,67.0,1007.37,3149,4095
2025-06-08T15:10:25.703248,31.8,67.0,1007.4,3198,4095
2025-06-08T15:10:25.891441,31.8,67.0,1007.33,3198,4095
2025-06-08T15:10:26.031183,31.8,67.0,1007.35,3181,4095
2025-06-08T15:10:26.156711,31.8,67.0,1007.43,3189,4095
2025-06-08T15:10:26.283178,31.8,67.0,1007.4,3194,4095
2025-06-08T15:10:26.455475,31.8,67.0,1007.37,3154,4095
2025-06-08T15:10:26.589678,31.8,67.0,1007.41,3194,4095
2025-06-08T15:10:26.714862,31.8,67.0,1007.41,3207,4095
2025-06-08T15:10:27.029399,31.8,67.0,1007.38,3189,4095
2025-06-08T15:10:27.232130,31.8,67.0,1007.43,3188,4095
2025-06-08T15:10:27.357119,31.8,67.0,1007.41,3191,4095
2025-06-08T15:10:27.499189,31.8,67.0,1007.37,3195,4095
2025-06-08T15:10:27.640677,31.8,67.0,1007.43,3197,4095
2025-06-08T15:10:27.834329,31.8,67.0,1007.38,3191,4095
2025-06-08T15:10:28.054334,31.8,67.0,1007.4,3191,4095
2025-06-08T15:10:28.181698,31.8,67.0,1007.44,3192,4095
2025-06-08T15:10:28.306508,31.8,67.0,1007.4,3207,4095
2025-06-08T15:10:28.564446,31.8,67.0,1007.41,3127,4095
2025-06-08T15:10:28.699679,31.8,67.0,1007.41,3197,4095
2025-06-08T15:10:29.083755,31.8,67.0,1007.41,3191,4095
2025-06-08T15:10:29.213611,31.8,67.0,1007.43,3193,4095
2025-06-08T15:10:29.385833,31.8,67.0,1007.41,3195,4095
2025-06-08T15:10:29.511679,31.8,67.0,1007.39,3190,4095
2025-06-08T15:10:29.637063,31.8,67.0,1007.44,3195,4095
2025-06-08T15:10:29.767010,31.8,67.0,1007.48,3195,4095
2025-06-08T15:10:29.896511,31.8,67.0,1007.4,3191,4095
2025-06-08T15:10:30.035943,31.8,67.0,1007.43,3201,4095
2025-06-08T15:10:30.161824,31.8,67.0,1007.42,3193,4095
2025-06-08T15:10:30.409619,31.8,67.0,1007.42,3184,4095
2025-06-08T15:10:31.741169,31.8,67.0,1007.41,3142,4095
2025-06-08T15:10:31.945905,31.8,67.0,1007.36,3189,4095
2025-06-08T15:10:32.075607,31.8,67.0,1007.39,3185,4095
2025-06-08T15:10:32.250392,31.8,67.0,1007.35,3192,4095
2025-06-08T15:10:32.385730,31.8,67.0,1007.4,3185,4095
2025-06-08T15:10:32.557215,31.8,67.0,1007.37,3195,4095
2025-06-08T15:10:32.714364,31.8,67.0,1007.37,3151,4095
2025-06-08T15:10:32.839878,31.8,67.0,1007.43,3189,4095
2025-06-08T15:10:32.965475,31.8,67.0,1007.37,3184,4095
2025-06-08T15:10:33.090241,31.8,67.0,1007.37,3193,4095
2025-06-08T15:10:33.219618,31.8,67.0,1007.41,3197,4095
2025-06-08T15:10:33.357702,31.8,67.0,1007.42,3185,4095
2025-06-08T15:10:33.482538,31.8,67.0,1007.44,3189,4095
2025-06-08T15:10:33.607375,31.8,67.0,1007.45,3186,4095
2025-06-08T15:10:33.734958,31.8,67.0,1007.43,3189,4095
2025-06-08T15:10:33.862169,31.8,67.0,1007.46,3184,4095
2025-06-08T15:10:33.996867,31.8,67.0,1007.42,3191,4095
2025-06-08T15:10:34.200560,31.8,67.0,1007.46,3189,4095
2025-06-08T15:10:34.395956,31.8,67.0,1007.49,3184,4095
2025-06-08T15:10:34.520485,31.8,67.0,1007.41,3184,4095
2025-06-08T15:10:34.649028,31.8,67.0,1007.41,3185,4095
2025-06-08T15:10:35.949474,31.8,67.0,1007.42,3149,4095
2025-06-08T15:10:36.090712,31.8,67.0,1007.36,3188,4095
2025-06-08T15:10:36.338658,31.8,67.0,1007.4,3185,4095
2025-06-08T15:10:36.463624,31.8,67.0,1007.38,3186,4095
2025-06-08T15:10:36.652022,31.8,67.0,1007.38,3189,4095
2025-06-08T15:10:36.824945,31.8,67.0,1007.4,3149,4095
2025-06-08T15:10:36.950632,31.8,67.0,1007.42,3194,4095
2025-06-08T15:10:37.079043,31.8,67.0,1007.42,3189,4095
2025-06-08T15:10:37.212441,31.8,67.0,1007.39,3189,4095
2025-06-08T15:10:37.337552,31.8,67.0,1007.42,3186,4095
2025-06-08T15:10:37.569942,31.8,67.0,1007.4,3187,4095
2025-06-08T15:10:37.716395,31.8,67.0,1007.44,3188,4095
2025-06-08T15:10:37.844112,31.8,67.0,1007.38,3188,4095
2025-06-08T15:10:37.972452,31.8,67.0,1007.45,3185,4095
2025-06-08T15:10:38.208490,31.8,67.0,1007.39,3188,4095
2025-06-08T15:10:38.390454,31.8,67.0,1007.43,3185,4095
2025-06-08T15:10:38.608060,31.8,67.0,1007.4,3182,4095
2025-06-08T15:10:38.823939,31.8,67.0,1007.45,3181,4095
2025-06-08T15:10:38.980290,31.8,67.0,1007.44,3136,4095
2025-06-08T15:10:39.124807,31.8,67.0,1007.42,3182,4095
2025-06-08T15:10:39.338500,31.8,67.0,1007.52,3177,4095
2025-06-08T15:10:39.543528,31.8,67.0,1007.39,3174,4095
2025-06-08T15:10:39.755010,31.8,67.0,1007.44,3142,4095
2025-06-08T15:10:39.954126,31.8,67.0,1007.43,3175,4095
2025-06-08T15:10:40.159557,31.8,67.0,1007.42,3172,4095
2025-06-08T15:10:40.293159,31.8,67.0,1007.39,3173,4095
2025-06-08T15:10:40.547066,31.8,67.0,1007.41,3174,4095
2025-06-08T15:10:40.854385,31.8,67.0,1007.43,3174,4095
2025-06-08T15:10:41.034212,31.8,67.0,1007.44,3127,4095
2025-06-08T15:10:41.263810,31.8,67.0,1007.41,3167,4095
2025-06-08T15:10:41.496469,31.8,67.0,1007.45,3174,4095
2025-06-08T15:10:41.660399,31.8,67.0,1007.44,3173,4095
2025-06-08T15:10:41.906104,31.8,67.0,1007.39,3166,4095
2025-06-08T15:10:42.038992,31.8,67.0,1007.46,3165,4095
2025-06-08T15:10:42.206713,31.8,67.0,1007.44,3167,4095
2025-06-08T15:10:42.357502,31.8,67.0,1007.43,3163,4095
2025-06-08T15:10:42.486827,31.8,67.0,1007.44,3180,4095
2025-06-08T15:10:42.623679,31.8,67.0,1007.43,3168,4095
2025-06-08T15:10:42.832567,31.8,67.0,1007.43,3167,4095
2025-06-08T15:10:43.106893,31.8,67.0,1007.42,3175,4095
2025-06-08T15:10:43.414539,31.8,67.0,1007.47,3136,4095
2025-06-08T15:10:43.574028,31.8,67.0,1007.47,3179,4095
2025-06-08T15:10:43.835312,31.8,67.0,1007.44,3177,4095
2025-06-08T15:10:43.967786,31.8,67.0,1007.45,3183,4095
2025-06-08T15:10:44.233481,31.8,67.0,1007.38,3184,4095
2025-06-08T15:10:44.476220,31.8,67.0,1007.46,3181,4095
2025-06-08T15:10:44.614475,31.8,67.0,1007.44,3183,4095
2025-06-08T15:10:44.848551,31.8,67.0,1007.43,3184,4095
2025-06-08T15:10:45.000401,31.8,67.0,1007.43,3177,4095
2025-06-08T15:10:45.257792,31.8,67.0,1007.41,3184,4095
2025-06-08T15:10:45.568189,31.8,67.0,1007.43,3142,4095
2025-06-08T15:10:45.733106,31.8,67.0,1007.46,3187,4095
2025-06-08T15:10:45.988762,31.8,67.0,1007.41,3187,4095
2025-06-08T15:10:46.244331,31.8,67.0,1007.42,3177,4095
2025-06-08T15:10:46.385067,31.8,67.0,1007.41,3182,4095
2025-06-08T15:10:46.633774,31.8,67.0,1007.39,3175,4095
2025-06-08T15:10:46.770629,31.8,67.0,1007.4,3182,4095
2025-06-08T15:10:46.907024,31.8,67.0,1007.35,3178,4095
2025-06-08T15:10:47.068758,31.8,67.0,1007.44,3181,4095
2025-06-08T15:10:47.219034,31.8,67.0,1007.43,3172,4095
2025-06-08T15:10:47.343067,31.8,67.0,1007.45,3179,4095
2025-06-08T15:10:47.612806,31.8,67.0,1007.42,3127,4095
2025-06-08T15:10:47.822460,31.8,67.0,1007.45,3175,4095
2025-06-08T15:10:47.977511,31.8,67.0,1007.41,3178,4095
2025-06-08T15:10:48.222984,31.8,67.0,1007.42,3182,4095
2025-06-08T15:10:48.434805,31.8,67.0,1007.38,3179,4095
2025-06-08T15:10:48.569036,31.8,67.0,1007.37,3170,4095
2025-06-08T15:10:48.718628,31.8,67.0,1007.38,3171,4095
2025-06-08T15:10:49.037939,31.8,67.0,1007.4,3179,4095
2025-06-08T15:10:49.183268,31.8,67.0,1007.41,3169,4095
2025-06-08T15:10:49.316666,31.8,67.0,1007.43,3174,4095
2025-06-08T15:10:49.448876,31.8,67.0,1007.36,3163,4095
2025-06-08T15:10:50.898185,31.8,67.0,1007.38,3129,4095
2025-06-08T15:10:51.048131,31.8,67.0,1007.35,3168,4095
2025-06-08T15:10:51.198001,31.8,67.0,1007.37,3167,4095
2025-06-08T15:10:51.400763,31.8,67.0,1007.4,3171,4095
2025-06-08T15:10:51.548853,31.8,67.0,1007.32,3165,4095
2025-06-08T15:10:51.801529,31.8,67.0,1007.41,3138,4095
2025-06-08T15:10:51.963404,31.8,67.0,1007.39,3167,4095
2025-06-08T15:10:52.219323,31.8,67.0,1007.43,3166,4095
